split,npy_index,image_filename,mask_filename,mask_sha256,image_mae,image_correlation
train,70,ISIC_0000261.jpg,ISIC_0000261_segmentation.png,9aafed39d0bbca046bba39a03be8a086dc0fbf21675a6b550c43072cdc455bd0,0.117141724,0.999916936
train,71,ISIC_0012333.jpg,ISIC_0012333_segmentation.png,aa47243586ef818bb2549e3623fe7608c01ffbb1ac3e95d2311a7124f75f7a35,0.198247274,0.999710888
train,72,ISIC_0000474.jpg,ISIC_0000474_segmentation.png,ed0b9aec4b0edfc0fce6b6bc6dfe719db6b7de6726005c276119decd486b3e0c,0.221054077,0.999921647
train,73,ISIC_0009891.jpg,ISIC_0009891_segmentation.png,2b618aca3aa1d19bcae758dc98c94db55b2f64c0ce6776831288125c3d2fb620,0.137278239,0.999891438
train,74,ISIC_0010597.jpg,ISIC_0010597_segmentation.png,28f26beecfdfb15b7eff86f94c1702457bb7614645e73b1d2a4645423f90e038,0.189305623,0.999941921
train,75,ISIC_0007760.jpg,ISIC_0007760_segmentation.png,7b9a3e8f0234cb8026f31f7163d75ac0a2a16346c65d65e313c9f8eacb46b788,0.287724813,0.999880582
train,76,ISIC_0010186.jpg,ISIC_0010186_segmentation.png,f8deb9ed3a8d537a58af8f57498094886ffc0289a0057603028f1b058f3f08a2,0.151143392,0.999758267
train,77,ISIC_0004309.jpg,ISIC_0004309_segmentation.png,4c1e5c7129f7200d9f335677ead75ff3af52ba77c271b81ab4e9517eaef91685,0.252690633,0.999839661
train,78,ISIC_0012982.jpg,ISIC_0012982_segmentation.png,07b36bc86a3ac63640e05de34247ac0ff82dea13dd2c3281e07c32a1299ac2bf,0.157623291,0.999790534
train,79,ISIC_0000314.jpg,ISIC_0000314_segmentation.png,49720b2ac84de381f157de03d50c9a543caeab7dee313fd6caeb29207fc4973a,0.000000000,1.000000000
train,80,ISIC_0000463.jpg,ISIC_0000463_segmentation.png,c185c518e82a2fc41258791041640cda09a9bba42096942fd4f5d286319c10d8,0.087560018,0.999975316
train,81,ISIC_0011158.jpg,ISIC_0011158_segmentation.png,48a17ef98af47d704b5f48609008bae2d9b2ed1926846fdca80e4d7b1ac69378,0.250284831,0.999848028
train,82,ISIC_0013355.jpg,ISIC_0013355_segmentation.png,7e8ff75e5495f2bc548ab686ec275deb9692f760aa8a0a833a9a83763fde0c4d,0.226186117,0.999646201
train,83,ISIC_0012245.jpg,ISIC_0012245_segmentation.png,4869a2f353afa45685db5346150e4ebce1c9507d3e58809d131657312a94555a,0.169052124,0.999902581
train,84,ISIC_0008145.jpg,ISIC_0008145_segmentation.png,154985491f567d427a7a2a08ec3cfd44ca0471e13b8339dae2922caa2a3f3c1f,0.259480794,0.999885336
train,85,ISIC_0012739.jpg,ISIC_0012739_segmentation.png,f23dccdb84e76c9c479293ea9d51c89ead29ccd54588f7b231f10ea39fcdf920,0.211105347,0.999869371
train,86,ISIC_0000519.jpg,ISIC_0000519_segmentation.png,6e6f553cf8ac777a60ba4061348730cc3c5547ab9e58cc376e1fd8fa715ed18f,0.146321615,0.999935929
train,87,ISIC_0010598.jpg,ISIC_0010598_segmentation.png,62a862b8cd9225713b16e215419f8ced2484bea77a29e36d07423f44f5a4aa39,0.251388550,0.999734837
train,88,ISIC_0000299.jpg,ISIC_0000299_segmentation.png,f510245901074b6de65139e3b29d10323cc95c167d045d951c75e301a4c765e7,0.000000000,1.000000000
train,89,ISIC_0015200.jpg,ISIC_0015200_segmentation.png,ba43304aa07bd16d94f59eca4f9e7c235b169a7e98a3cc6dcccce728e026c2b7,0.708328247,0.999795348
train,90,ISIC_0013594.jpg,ISIC_0013594_segmentation.png,fc0d1d8a219fae306470beac9e35a4685fd45f4c48974e1550a38d043fd08f63,0.412358602,0.999728282
train,91,ISIC_0013749.jpg,ISIC_0013749_segmentation.png,176963f704922a54f6e178a5098cedeb0abfdb17f2e84d3650b17a1d5f08a54e,0.245875041,0.999704053
train,92,ISIC_0013429.jpg,ISIC_0013429_segmentation.png,1f14aa5919b9e182425fdc5c2e10dc725537bc71582a4c9932282cbb699f7049,0.193715413,0.999860241
train,93,ISIC_0010846.jpg,ISIC_0010846_segmentation.png,57d7bb812b62461c74923896024742cecd858b080dcd8e33d602cc071457fdc3,0.221445719,0.999765592
train,94,ISIC_0010177.jpg,ISIC_0010177_segmentation.png,0f30de633bcd6161f264f1587662558d4075c56a1db7078ac713d571ebfea3c8,0.241973877,0.999847007
train,95,ISIC_0013434.jpg,ISIC_0013434_segmentation.png,3ca34abf5970d6b507dd0165e84aa465107b05fb8c975a154bf2dcf844cb9e7c,0.260645549,0.999396260
train,96,ISIC_0013461.jpg,ISIC_0013461_segmentation.png,56f9fc3ff764bb535efbdf11728665165fdcfc444dbb30e6beb1904d61d3d980,0.208557129,0.999875239
train,97,ISIC_0010201.jpg,ISIC_0010201_segmentation.png,f46f7fc81a27032e9ad5eede25598acba82169bc2e4fd8b1854c2406dee57637,0.157903035,0.999950723
train,98,ISIC_0014151.jpg,ISIC_0014151_segmentation.png,daf0ce59a7bb3f221ff3b337e5cfac5c21e3b55e916cb6350dda9ad8a1a8df56,0.097808838,0.999928518
train,99,ISIC_0000412.jpg,ISIC_0000412_segmentation.png,be9f94624c1175f25636f684f61dadb2f90db0b6c258603edd03f5d24fe2ad24,0.142883301,0.999891019
train,100,ISIC_0003174.jpg,ISIC_0003174_segmentation.png,123beff89e99f459f05d89a8bffd1206e619b2bcafd4e2be0921935bf035d416,0.172566732,0.999960311
train,101,ISIC_0011382.jpg,ISIC_0011382_segmentation.png,6f879568be818a4b1883356b3f585ef948acf615aba75b3139e675125911c0d1,0.152140299,0.999963348
train,102,ISIC_0014613.jpg,ISIC_0014613_segmentation.png,99cddf383d163bad453d7d86981a1d20d3fb077f0b3a11358c82fe9e4192f9f2,0.177881877,0.999918291
train,103,ISIC_0000466.jpg,ISIC_0000466_segmentation.png,689abd07afe6b256fda832e314ad559c08a86ee2d80e18f6fc22a7f0e733f873,0.210866292,0.999926345
train,104,ISIC_0014028.jpg,ISIC_0014028_segmentation.png,8429e0c9b2b3ea1d8692149a50a8d9825f5607c43310c09e9cb7fe86b72ab7db,0.164632161,0.999825084
train,105,ISIC_0011079.jpg,ISIC_0011079_segmentation.png,2b98d790cf8a0c7dd2d1677e6606154a4c28b78b419225680bff5ad2eb261849,0.150512695,0.999943906
train,106,ISIC_0013674.jpg,ISIC_0013674_segmentation.png,89b6249cd314080443e1b406daf38d85b51ddda2b7cf1f223cbc271b0e702852,0.472671509,0.999642890
train,107,ISIC_0010460.jpg,ISIC_0010460_segmentation.png,d55eb06fc61ae82f2c3ca6ca7f58be8739ca15f0a54f4aaf648aa7119b4c19fc,0.209360758,0.999888470
train,108,ISIC_0014762.jpg,ISIC_0014762_segmentation.png,44f5aba5a068290f053c5bfe15d5f86f7bd6bcbe39109e1d62d6d3520509c612,0.508219401,0.999915347
train,109,ISIC_0014476.jpg,ISIC_0014476_segmentation.png,b1da35dc865429601bc61cd0db00288cc6591a339cdddf10bb4a83bf96a758af,0.118199666,0.999918264
train,110,ISIC_0009953.jpg,ISIC_0009953_segmentation.png,d7982dbe86d300cbd25815da701b864a380f926f461a26a162be67fe9311a1dc,0.312210083,0.999852409
train,111,ISIC_0013713.jpg,ISIC_0013713_segmentation.png,8ef0861fa55e26cff39b53340cb5feead3a89e173ebc8dbfe7993b0791dd9f5b,0.208964030,0.999612058
train,112,ISIC_0014606.jpg,ISIC_0014606_segmentation.png,718aaef8a8a4a1422ea734da16a4b418146abae1fbff8ece54a91a090f472ce1,0.148783366,0.999973409
train,113,ISIC_0012148.jpg,ISIC_0012148_segmentation.png,af06662cc03d703e49e7cc92c5570c4ea4ee751d77d8e20c95795f2bd7787a4d,0.218358358,0.999811840
train,114,ISIC_0012539.jpg,ISIC_0012539_segmentation.png,ec194463106250f77119c26b4537dbb405a3a498a7ecab58ef0f1737df1a3a53,0.158574422,0.999742143
train,115,ISIC_0010247.jpg,ISIC_0010247_segmentation.png,7375f006802832d4001aa7007f1c0b1ce8ae152565d17007e180aaca7bf602e5,0.176055908,0.999915575
train,116,ISIC_0000508.jpg,ISIC_0000508_segmentation.png,f288667857eef0ba887ea015f5a43d0ed169684d4cdb1fc52c5943c80e945272,0.273793538,0.999862057
train,117,ISIC_0012681.jpg,ISIC_0012681_segmentation.png,886af89307cf547ce53f8b1bdf33909390ce40692aad98400093223bbed782a7,0.105880737,0.999726785
train,118,ISIC_0013983.jpg,ISIC_0013983_segmentation.png,a677fe0e6d5b6633c9603898b4efa0e4ee78640c0f6714c75cdd90071a142000,0.301269531,0.999843772
train,119,ISIC_0012696.jpg,ISIC_0012696_segmentation.png,6fd6c6bcea56b23bf7a271c3502e6aa80f77643d0ab6ff21249d4df27ed61f15,0.214126587,0.999812914
train,120,ISIC_0009935.jpg,ISIC_0009935_segmentation.png,ac68e793700d61161412ee1d233bccca145d2216d09981aadac70e10c2447097,0.260752360,0.999697187
train,121,ISIC_0009943.jpg,ISIC_0009943_segmentation.png,cb512bfe2e1a8417957e1c0897f3e80d6fb99536fb331bb8c302d50b41aacc82,0.161443075,0.999773561
train,122,ISIC_0010000.jpg,ISIC_0010000_segmentation.png,60f8a706d5979bdfb8ba111a3c802a94bf944cb58cec23977b7a8aa69f4292f4,0.191172282,0.999849402
train,123,ISIC_0011136.jpg,ISIC_0011136_segmentation.png,89614d63e7328058d9695c2cab206cc0dda02ee5d520230478a7edef6f94b02c,0.268046061,0.999778289
train,124,ISIC_0010853.jpg,ISIC_0010853_segmentation.png,e63ec0e8a9cd218de18de1cb374e23c5692995177166f32441795e90313ba866,0.168635050,0.999853026
train,125,ISIC_0010080.jpg,ISIC_0010080_segmentation.png,11533c49b2c62e8bde29b7951531b98d6541d48da2f8a3da0f0ff9fae8326f79,0.246861776,0.999921620
train,126,ISIC_0010472.jpg,ISIC_0010472_segmentation.png,1569efdd78b067123aa4f6f016fdd93496a5cbce757c1fa2f33cc89fb4abf827,0.256515503,0.999913000
train,127,ISIC_0000164.jpg,ISIC_0000164_segmentation.png,812c91b25bdcb68061b10f44181b4b7d5aec5e6a3024ae76fa7133e869a67e69,0.223821004,0.999953779
train,128,ISIC_0002107.jpg,ISIC_0002107_segmentation.png,5e8951bb5f4e85e9798eb657a4765516172a318ac6b472177cc60e7ab03c6814,0.332865397,0.999807343
train,129,ISIC_0001105.jpg,ISIC_0001105_segmentation.png,38fd4218e42618a7850965ebbe3c93119855b8d1c10f55be9f85badbcfcbcca8,0.120747884,0.999892264
train,130,ISIC_0012789.jpg,ISIC_0012789_segmentation.png,c22368a9eadebe9e60321dc93ad2b2fda26e463a6b8a454bf619ef13f4a3343a,0.156555176,0.999914068
train,131,ISIC_0009965.jpg,ISIC_0009965_segmentation.png,ef1e26a89e38c58da3a52e7a863f7b19f70bd91dabc6da76c3c2536d8b45be6b,0.206883748,0.999851534
train,132,ISIC_0000080.jpg,ISIC_0000080_segmentation.png,661a97a584658cae5c3fc74b1a13ce82d084bcc36e03fcd75dfd3726b2c9ccd4,0.129913330,0.999973555
train,133,ISIC_0000442.jpg,ISIC_0000442_segmentation.png,49c33b5dc5c285da4ce6cd622b46305c1dc8766908e972c07ad070572185e116,0.109619141,0.999958485
train,134,ISIC_0000149.jpg,ISIC_0000149_segmentation.png,b0eb9972891f8ebe1984f43de9d98713ea47e14f2ab4fe5e510c4d913200f9da,0.174021403,0.999957104
train,135,ISIC_0012452.jpg,ISIC_0012452_segmentation.png,2d0b93471cfb5558eb703ca9574b8e99d1e6f1922a04dced1e0181ccf98eea9c,0.215830485,0.999831926
train,136,ISIC_0010487.jpg,ISIC_0010487_segmentation.png,3dd911ff3e23b52ca46133a8f47b48942ed4ab0bc190ebe1292cb179edb88947,0.199808757,0.999818407
train,137,ISIC_0010060.jpg,ISIC_0010060_segmentation.png,effd2fc1258ee2634b96cefa6a6e2039d4d6a687b2d4c4d88cb04b2279be38cf,0.308476766,0.999618893
train,138,ISIC_0011398.jpg,ISIC_0011398_segmentation.png,3ba018b2d27cdf4244491d31dd5eb4cce9e87862eb0476b8bc84597c4c84669e,0.229232788,0.999889917
train,139,ISIC_0013079.jpg,ISIC_0013079_segmentation.png,e501e11dc2b4c1e8d7f3fca4554b20c32e9657829e35a305698bef975ee59fe4,0.199254354,0.999840414
train,140,ISIC_0013731.jpg,ISIC_0013731_segmentation.png,ce64798f7c69242be396eae277d4003f21c4b0626e68f2f0e023a7eee57a08d6,0.084075928,0.999849127
train,141,ISIC_0013596.jpg,ISIC_0013596_segmentation.png,6f59e7a00bd76d2eaa8b78547185a410d498be5b8de0d561cf84aad5f5d38e8b,0.240010579,0.999810862
train,142,ISIC_0014605.jpg,ISIC_0014605_segmentation.png,f9ae80917c1b3a99274e30fa6c9709c293c7c9905db616730d1fa2543137b9e0,0.097925822,0.999969083
train,143,ISIC_0010562.jpg,ISIC_0010562_segmentation.png,5062a96f12ec26429d8cfff0433e5d3c5e7963eec5e5f3dc22e99981bdd0ad42,0.225224813,0.999905017
train,144,ISIC_0014163.jpg,ISIC_0014163_segmentation.png,8ca3c5e794d8df44a4300fcdfce33864009cfdc2f755dbde69013590df063f4b,0.128865560,0.999840966
train,145,ISIC_0014830.jpg,ISIC_0014830_segmentation.png,a6ce51bd7f4ca280a4d3746f44c3df48197674b6037a85852c9d978555a0f14f,0.537185669,0.999894682
train,146,ISIC_0010206.jpg,ISIC_0010206_segmentation.png,6da0ee9c8e6abc622c65a618d41d2441167a4dcce377a925aff486c0370d846a,0.199096680,0.999911060
train,147,ISIC_0000447.jpg,ISIC_0000447_segmentation.png,e8367aef259bc5023e0a145f650f81820c5be44aba4bf152440677d2ef8633f5,0.070576986,0.999903963
train,148,ISIC_0000067.jpg,ISIC_0000067_segmentation.png,a50529de418ba34fa3184af735c4f7653b08064347e459372b4a31ee53319adf,0.150217692,0.999955617
train,149,ISIC_0011348.jpg,ISIC_0011348_segmentation.png,f3b59a436ea2065f12a81d316d81a3b9ac71230ff7ebe4018f57461870be5540,0.258173625,0.999809480
train,150,ISIC_0011322.jpg,ISIC_0011322_segmentation.png,2a8ced32b5868d16216dcaba5abb8321caee64782813ecc30644966735f25ef4,0.205571493,0.999919534
train,151,ISIC_0010187.jpg,ISIC_0010187_segmentation.png,3f3eba2d29f587eed88fc6ea4d4d7373ab4120fc9db59f0193408222aa7197b6,0.167948405,0.999951041
train,152,ISIC_0013118.jpg,ISIC_0013118_segmentation.png,9d1969506241aeb0e04bbe72709d2f8345e507294a1c71783a4c93096a64a12a,0.196406047,0.999779482
train,153,ISIC_0011146.jpg,ISIC_0011146_segmentation.png,021c171564fea0c1422f348d0bfde0fcabe6cfc2709884d94dc701e44eeeaff7,0.242192586,0.999845793
train,154,ISIC_0012250.jpg,ISIC_0012250_segmentation.png,8ffb63de33a4fb4d242f6c4552319efd9f70c284a44c1dce59e76b5dbcb91c16,0.198165894,0.999857131
train,155,ISIC_0011199.jpg,ISIC_0011199_segmentation.png,256dd286ea22bd6b1c661d03cc9910ee00da0606fa847f0bb85e93d6bf198b01,0.147410075,0.999838103
train,156,ISIC_0013606.jpg,ISIC_0013606_segmentation.png,76a1b53c0633b8f078da1a4230532c290ec1eee37fc2b2375226498b31723412,0.225463867,0.999783674
train,157,ISIC_0014498.jpg,ISIC_0014498_segmentation.png,524c63908132f130637265420ddd529d07c62c4c6523d53dec7d6c02a51dfeda,0.120808919,0.999584540
